2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
31300,00;48480,00;28820,00;39272,00;32944,00;42512,00;36071,00;45992,06;39469,91;48094,80;43484,20;50826,40;49151,60;45341,83;43235,00;51369,18;44970,00;61657,50;49309,31;63077,91;47716,00;50920,10;55072,30;54215,10;51814,40
