2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
21,44;18,47;23,59;20,73;24,38;24,45;21,45;21,66;28,43;23,12;31,72;23,66;32,21;21,93;22,53;26,18;26,20;23,40
