2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
14,36;20,98;13,09;17,75;14,86;19,75;18,61;21,19;18,86;23,13;21,15;24,80;24,38;23,29;22,49;26,33;24,14;33,07;27,20;33,48;26,38;27,65;29,39;28,80;28,00
