2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
35483,53;28865,50;36824,10;32188,50;38344,00;38285,80;32305,66;32048,50;43382,18;34249,10;47483,90;34296,31;48737,20;31423,50;32720,80;38904,90;39598,40;34684,40
