2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
438640,00;287070,00;205100,00;203719,00;219646,00;169449,00;192560,30;192886,60;222612,00;212568,00;221681,00;279618,70;295173,90;307952,40;326839,40;272786,50;344819,10;294194,10;318917,00;277283,54;391557,00;399630,00;361609,80;353589,50;391457,50
