2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
1654652,90;1562596,00;1561271,00;1552943,50;1572761,00;1565713,30;1505920,80;1479810,30;1525954,60;1481541,00;1497059,00;1449802,00;1513273,36;1433171,50;1452577,40;1485966,00;1508744,00;1484081,00
