2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
156306,00;192025,00;173582,00;188416,00;241427,00;253877,90;266390,40;287109,40;233775,50;299407,00;252345,00;283216,00;244620,54;384266,00;363797,00;317044,00;314479,00;351426,00
