2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
2179200,00;2310770,00;2201550,00;2212870,00;2217666,00;2152397,00;1938059,00;2170164,40;2092909,00;2079430,00;2056406,50;2049674,00;2016425,20;1947199,80;1922074,30;1950677,60;1863125,80;1864322,80;1812909,00;1884315,36;1808462,50;1841528,40;1873779,90;1881173,60;1853736,60
